State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn.
KY,72,408,407-9290,no,no,-1,177,97,30,183.8,105,15.9,174.2,93,7.1,7.6,7,,1,False.
SD,52,510,358-6672,no,yes,19,,63,22.5,183.4,,16,272.9,106,11.8,13,3,3.4,1,False.
VA,103,510,393-4621,no,no,-1,167.7,121,28.5,212.1,124,18.3,208.1,72,,,3,3.3,5,False.
KS,74,415,336-7357,no,yes,31,174.7,107,29.5,310,115,26.8,234.6,91,10,8.3,5,2.3,1,False.
ND,124,415,351-1466,no,no,-1,150.1,101,25.5,255.2,112,21.9,136.8,61,5.4,11.9,5,3.2,2,False.
CO,85,510,394-6668,no,yes,20,283.2,110,47.9,239.1,108,20.6,149.5,79,6,5.6,2,1.5,5,False.
KY,113,408,403-2673,no,yes,,157.8,83,26.8,160.7,57,14.1,271.5,100,11.7,8.1,3,2,5,True.
WA,71,408,355-1735,no,no,-1,141.3,132,24,148.2,90,12.9,171.6,71,,6.4,3,1.6,,False.
NV,177,415,416-7679,no,yes,26,230.2,,39,195.2,78,16.9,215.4,107,9,9.8,2,2.4,1,False.
SC,49,415,340-4972,no,no,-1,237.9,92,40.3,208.2,120,18.1,167.9,85,6.9,15.1,7,4,2,True.
RI,106,510,417-4826,,no,-1,204,84,34.7,167.6,62,14.6,163.9,101,6.7,12.6,4,3.4,3,True.
ID,60,510,408-6676,no,no,-1,221,106,,177.7,49,15.5,202.8,89,8.5,6.6,,1.7,1,False.
KY,43,408,417-6683,yes,no,-1,177.2,93,30,141.7,61,12.5,314.2,144,13.5,12,3,3.2,4,False.
ME,66,510,331-6270,,no,-1,118,133,20,247.2,100,21.4,214.5,121,8.9,4.7,6,1.3,,False.
SD,125,415,404-9754,no,no,-1,163.8,72,28,254.8,85,22,192.9,94,8.1,,5,3.9,0,False.
SC,114,510,364-9425,no,yes,3,141.3,96,23.9,229.8,89,20,223.8,,9.4,8.8,3,2.2,3,False.
TN,112,415,339-6477,yes,no,-1,272.3,119,46.3,225.3,95,19.7,159.1,93,6.6,15.9,5,4.2,3,True.
MT,101,408,362-2787,no,yes,15,119,112,20.2,227.5,97,19.8,180.2,111,7.4,7.4,6,2.1,2,False.
WI,70,415,405-9233,no,no,-1,8,100,1.2,135.5,83,12.1,156.8,88,6.3,11.6,2,2.9,0,False.
AK,59,408,416-1845,no,no,-1,159.5,96,27.1,166.5,123,14.7,138.6,105,5.5,9.6,5,2.4,0,False.
AZ,59,408,385-9657,no,no,-1,150.4,69,25.6,184.7,99,15.9,,127,9,11.5,3,3.1,1,False.
MT,124,415,420-5652,no,yes,,144.4,35,,261.5,102,22.7,226.6,81,9.6,11.4,7,3.1,2,False.
DE,99,415,415-1141,no,,-1,140.7,88,23.9,210.1,98,18.1,229.9,124,,11.9,4,3.1,2,False.
VA,150,510,334-5634,no,no,-1,169.3,123,28.8,215.9,84,18.8,179.5,106,7.3,12.1,4,3.1,1,False.
MA,81,510,403-4200,no,no,-1,220.8,77,37.3,147.8,87,13,183.9,99,8,,,1.7,2,False.
IN,86,510,357-7893,no,no,-1,216.3,96,36.5,265.5,77,23,214.1,109,9,4,4,1,0,False.
MD,84,510,369-2899,no,no,-1,169.5,96,28.5,156.8,,13.5,98.2,69,3.9,9.9,8,2.6,0,False.
NV,118,510,381-1026,no,yes,34,256.2,119,43.4,257.3,,22.3,,129,9.1,11.2,,,,False.
CO,89,415,388-8722,no,no,-1,179.6,128,30.6,299,92,25.9,185.3,119,7.6,7,4,1.7,1,False.
KS,93,415,418-3135,no,no,-1,,120,45.1,129.4,84,11.4,165.8,62,6.9,12.5,6,,3,False.
AR,85,415,380-3974,no,no,-1,96.8,97,16.3,193,96,16.8,171.6,87,7.1,9.2,4,2.4,2,False.
WY,160,408,338-7232,no,no,-1,82.6,116,14.2,193.9,,16.8,159.1,53,6.5,10.4,9,2.6,0,False.
PA,28,415,334-5223,no,no,-1,168,87,28.4,160.8,93,14.1,192.6,,8.1,9.5,4,2.5,3,False.
TX,73,408,340-8323,no,no,-1,286.4,109,,177.4,67,15.4,214.4,151,9.1,10,14,2.8,1,True.
NY,156,408,337-6851,no,no,-1,174.3,95,29.5,185.7,128,16.2,258.4,104,10.8,12.2,6,3.2,3,False.
OR,33,415,344-5973,no,no,-1,190.6,100,32.4,161,105,14,190,135,7.9,12.3,7,3.4,1,False.
CA,77,510,335-2261,no,no,-1,175.6,86,29.6,204.2,79,17.6,245.3,99,10.5,17.2,4,4.5,4,False.
NY,119,415,343-1458,no,no,-1,133.6,102,22.6,203.8,71,17.5,196.9,102,8.1,10.5,8,2.5,1,False.
AR,91,510,415-4875,no,yes,26,204.6,96,34.6,135.3,93,11.8,210.6,81,8.9,6.1,3,1.6,3,False.
MI,102,510,381-2726,no,no,-1,242.2,88,41.1,232.4,89,20.1,188.6,120,7.8,5.4,6,1.3,3,
OK,86,415,395-3852,no,yes,32,253.1,112,43,209.2,95,18.2,95,97,3.5,11.3,5,2.9,3,False.
TX,82,415,358-7914,no,no,-1,130.1,110,21.9,184.5,88,16,178.8,104,7.3,7.8,5,,0,False.
NC,89,408,332-6958,no,no,-1,106,151,,188.7,143,16.6,170.8,66,7.1,12.1,8,3.1,0,False.
ID,86,415,355-1019,no,no,-1,194.2,98,32.7,192.8,95,16.9,192,122,,8.7,8,2.2,3,False.
IL,134,408,382-9447,no,no,0,183.9,111,31.2,122.9,92,10.9,160.9,104,6.7,5.4,3,1.3,1,False.
OR,92,415,386-8536,no,no,-1,196.4,82,33.3,189.2,90,16.5,163.2,98,6.6,10.2,3,2.7,2,False.
SD,87,510,363-3818,no,no,-1,184.5,81,31.2,171.2,103,14.8,183.6,95,7.7,13,4,3.4,3,False.
NE,64,408,360-6416,no,no,-1,262.1,113,44.6,147.2,100,12.9,145.3,73,5.7,13.2,5,3.7,0,False.
RI,80,510,332-8764,yes,no,-1,202.4,118,34.3,259.4,68,22.4,177.3,111,7.3,8.6,6,2.1,3,False.
MD,165,415,398-4814,no,yes,38,167.4,113,28.3,171.7,94,15,192.8,112,8,8.8,,2.3,3,False.
ID,153,415,410-5963,no,yes,21,167.7,104,28.5,245.9,91,21.3,,116,8.5,6.8,12,1.9,1,False.
ME,41,415,399-6642,no,yes,29,191.9,109,32.3,192.1,87,16.7,149.5,92,6.2,,4,2.5,1,False.
SD,108,415,390-9986,no,no,-1,240.4,78,40.6,229.3,110,19.9,216.9,82,9.2,4.6,2,1.2,2,False.
NY,104,415,391-1793,no,yes,25,189.1,112,32,177.4,98,15.5,199.4,103,8.3,10.6,5,2.7,1,False.
DE,115,408,352-5542,no,,-1,127.7,67,21.4,182.1,91,15.9,173.1,91,7.1,10,8,2.6,1,
OK,87,415,386-8118,,no,-1,205.1,106,34.7,,123,8.8,189.7,74,7.8,12.8,3,3.2,,False.
SC,159,415,394-9825,no,yes,22,153.7,93,25.8,216.1,,18.7,161.4,90,6.8,12,4,3.2,2,False.
IN,119,510,382-4952,no,no,-1,154.6,129,26,192.8,87,16.6,181.1,145,7.4,12.9,4,3.2,2,False.
NV,69,415,387-2698,no,no,,153.5,109,26.1,193.1,106,16.7,256.1,113,11.1,13.5,7,3.4,1,False.
IL,87,408,417-1360,no,yes,35,171.3,138,29,185.1,103,16,227.5,96,9.4,10.2,4,2.5,1,False.
SD,93,510,408-4836,no,no,-1,328.1,106,55.7,150.8,90,13.3,303.7,113,12.9,8.1,4,,1,True.
OK,154,415,374-8329,no,no,-1,145.9,69,24.6,207.7,142,18,181,105,7.7,13.9,10,3.7,0,True.
KS,57,415,363-8424,no,yes,36,201.1,76,34.1,279.5,123,24.2,154,109,,11.2,2,3.1,1,False.
IA,130,510,408-8910,no,no,-1,139.1,72,23.5,245.2,113,21.1,207.4,120,8.7,10.9,10,2.8,5,False.
NJ,151,415,399-3840,no,no,-1,,128,19.9,277.5,65,23.9,194.8,60,8.3,12.6,11,3.2,2,False.
NJ,162,408,367-8692,no,no,-1,217.6,86,37,278.2,72,24.1,250.9,64,10.7,9.8,5,2.4,2,True.
MT,60,415,387-4504,,no,-1,145,133,24.7,208.3,93,18.1,328.6,111,14.1,14,3,3.7,1,False.
IA,81,510,328-2647,no,no,-1,203.5,88,34.6,288.7,70,25,212.9,71,8.9,8.1,4,,3,False.
WA,132,415,369-7903,no,no,-1,240,115,40.5,,92,15.6,133.5,121,5.3,7.5,7,1.7,3,False.
NE,86,408,399-6852,no,no,-1,83.7,121,14.2,239.4,97,20.8,,107,6.5,6.2,9,1.4,1,False.
TX,136,408,335-4888,no,no,-1,269.8,106,45.7,227.9,101,19.6,257.6,105,10.9,9.4,,2.5,1,True.
MS,121,415,344-2260,no,yes,20,126.2,84,21.5,208.8,102,18.2,192.5,128,8,10,,2.4,1,False.
IA,105,510,349-4070,yes,yes,14,88.1,125,14.9,175,142,15.5,269.9,84,11.6,9.2,,2.3,2,False.
WI,105,415,394-6505,no,yes,33,218.5,61,37.2,196.1,74,17,151.2,102,6,9.2,4,2.6,2,False.
MT,51,415,419-3612,no,yes,25,237,61,40,262.7,97,22.8,181.1,90,7.6,10.7,9,2.8,1,False.
GA,64,408,356-1952,no,no,-1,124,117,21,192.2,108,16.6,,83,6.7,5.8,6,1.5,,False.
MT,80,510,416-7866,no,yes,29,184.1,132,31.5,166.7,110,14.6,212.8,113,9.1,9.4,11,2.3,0,False.
ND,56,415,398-1759,no,no,-1,222.7,133,37.6,276.2,90,23.7,101.8,94,3.8,13.1,5,3.5,4,False.
VT,120,415,338-9950,no,no,-1,149.2,97,25.3,192.8,89,16.8,248.9,118,10.6,10.4,6,3,1,False.
SD,103,510,412-7278,no,no,-1,206.7,125,35.1,179.2,114,15.7,220.6,94,9.2,11.6,5,2.9,3,False.
OH,164,510,347-1263,yes,yes,26,159.8,102,27,167.8,113,14.5,244.3,126,10.2,9,10,2.4,3,False.
OH,116,415,386-5684,no,yes,26,204.7,118,34.6,208.5,92,18,212.8,66,8.8,6.4,3,1.7,2,False.
MT,121,408,334-4354,no,no,-1,213.3,79,36.3,119.9,117,10.4,244.5,101,10.4,6.9,5,1.7,1,False.
IL,55,415,398-5970,no,no,-1,269.6,121,45.8,170.8,91,14.7,219.1,97,9.1,,7,1.7,1,False.
NV,183,415,330-3429,no,no,-1,116.6,92,19.9,213.1,112,18.6,214.4,111,9.1,9.1,7,2.3,2,False.
UT,104,408,418-4637,,no,-1,263.6,,44.6,234.7,117,20.4,102.1,,3.9,12.4,4,3.4,0,False.
NH,90,408,393-7322,no,no,-1,140.2,97,23.8,213.2,102,,120,125,4.9,,3,1.6,1,False.
LA,82,415,353-5557,yes,no,-1,197.8,101,,126.9,84,11.1,142.2,102,5.5,13,4,3.4,1,False.
VT,101,415,411-5334,no,no,-1,136.2,92,23.1,220.2,110,18.9,196.8,115,8.2,12.9,8,3.4,,False.
NY,9,415,398-8588,no,yes,15,88.6,87,14.9,178.1,109,15.4,228.9,95,9.7,10.8,4,2.6,2,False.
CT,97,415,374-7285,no,no,0,215.4,58,,241.7,91,21,279.9,104,11.8,11.5,10,2.8,,False.
KS,94,408,379-7215,no,no,-1,269.2,104,45.6,192.9,145,16.5,257.4,60,10.9,8.3,3,2.2,3,True.
MI,127,510,357-7875,,yes,24,203.8,118,34.5,266.3,48,22.8,225.2,104,9.5,6.9,6,1.5,0,False.
SD,125,510,393-9677,no,yes,33,268.5,112,45.5,221.6,108,19.2,117.6,101,4.7,9.9,4,2.3,0,False.
ME,140,415,345-9598,no,no,-1,159.2,104,27,,106,23.3,220.5,115,9.2,9.7,5,2.6,1,False.
MD,90,415,353-3203,no,no,-1,114.3,122,19.4,126.9,155,11,253.1,109,10.8,9.4,6,2.4,2,False.
VA,67,415,330-7486,no,no,-1,139.1,65,,208.1,109,17.9,232.3,81,9.7,8.5,4,2.3,2,False.
NJ,113,415,397-6425,no,no,-1,186,55,31.6,236.5,106,20.4,148.2,82,6.1,11.5,7,3,1,False.
TN,121,510,338-1815,no,yes,25,170.4,91,28.8,253.6,91,21.9,219.8,121,9.2,14.6,6,3.7,0,False.
DC,93,408,406-5023,no,no,-1,164.7,95,27.9,230,87,19.6,149.9,91,6.1,9.3,,2.4,4,False.
DC,121,408,368-2458,no,no,-1,168.6,121,28.6,168,94,14.6,95.3,58,3.6,11.8,5,3.1,1,False.
OR,53,408,400-8375,no,no,-1,261.3,119,44.2,249.9,105,21.5,176,111,7.4,9.3,2,2.5,0,True.
RI,75,415,387-8201,,no,-1,190.4,91,32.2,177.5,76,15.4,162.4,112,6.8,12.6,6,3.2,,False.
AK,132,510,346-4360,no,no,-1,181.2,121,,313.4,109,27.1,246.5,81,10.5,3.7,10,0.8,2,False.
WI,162,408,412-8811,,no,-1,177.1,131,30,113.8,122,10,153.6,88,6.3,6,7,1.5,3,False.
IN,140,415,413-3990,no,no,-1,160.5,114,27.2,239.9,,20.7,233.7,120,9.9,10.6,5,2.7,1,False.
MI,91,408,345-2448,no,no,-1,134.8,116,22.8,294.6,98,25.3,195.4,120,8.1,6.1,6,1.6,2,False.
ID,73,510,394-4512,no,yes,27,198.1,107,33.6,138.4,123,12,198.9,138,8.4,8.2,2,2.1,2,False.
NH,95,408,400-8538,,no,-1,229,134,38.7,255,72,22,208.2,119,9,9.6,3,2.4,4,True.
MN,145,408,412-8769,no,no,-1,241.7,,,135.1,101,11.9,277.8,123,11.9,12.5,4,3.4,0,False.
AZ,100,415,390-1552,yes,no,-1,131.2,108,22.1,175.4,82,15.3,,81,3.5,3.8,4,0.7,1,False.
MN,122,415,389-2477,yes,no,-1,234,101,39.5,199.3,121,17.3,237.5,,9.8,12.6,10,3.3,2,False.
MO,109,415,389-4695,yes,no,-1,200.1,,33.9,300.2,121,25.8,236.1,67,10,11.4,6,3,,False.
AL,82,408,406-8037,no,no,-1,154,107,26.1,93.8,114,8.3,287.5,94,12.2,9.6,8,,1,False.
PA,65,415,382-9138,no,yes,,224.2,106,38.2,188.8,101,16.6,222.9,75,9.4,9.4,4,2.3,0,False.
AK,52,510,414-7942,no,,-1,148.2,83,25,180.8,79,15.8,155.7,103,6.3,7.8,6,2,,
MS,136,415,348-7071,yes,yes,23,174.6,76,,175.7,115,,214.5,90,9,8.1,6,1.9,2,False.
IA,75,415,404-2942,no,no,-1,,110,23.6,152.4,87,13.3,215.5,102,9,10.6,7,2.9,1,False.
WY,146,408,348-3581,no,no,-1,,,18.4,264.9,99,22.8,228,79,9.6,12,3,3.3,1,
NE,105,408,327-6764,no,no,-1,162.1,99,27.6,211.7,95,18.1,214.7,113,8.9,10.6,9,,4,False.
ND,48,415,405-2831,no,no,-1,210.7,84,,188.7,98,16.4,157.5,98,6.5,15.8,3,4.1,2,False.
CT,45,415,416-4351,no,no,-1,142.3,107,24.1,318,78,27.3,224,107,9.3,10.5,8,2.6,1,False.
NC,106,415,419-3196,no,yes,36,223.4,104,37.9,234.2,99,20.2,140.1,89,5.8,10.1,6,2.6,2,False.
CT,33,510,411-6211,no,no,-1,182.4,65,,231.3,96,20,149.5,81,6,7.1,3,1.8,2,False.
ND,68,408,391-8369,no,no,-1,219.5,97,37.3,140.2,145,12.4,205.7,100,8.7,10.2,4,2.8,2,False.
WA,106,408,416-4464,no,no,-1,193.6,66,33,237.1,83,20.4,176.4,106,7.2,12.2,4,3.4,0,False.
NV,141,415,347-1814,no,no,-1,192.4,111,32.5,156,,13.5,175.9,81,7,,7,2.7,0,False.
CO,98,408,386-7337,no,no,-1,236.2,122,,188.5,110,16.5,153.7,103,6.2,12.7,5,3.3,0,False.
KS,94,510,375-8505,,yes,27,233.3,88,39.7,112.3,102,9.8,118.2,71,4.6,15.4,4,3.9,0,False.
CO,65,510,407-5056,no,no,-1,158.7,53,27,187.8,132,16.3,189.2,86,8.1,9.1,5,2.3,2,False.
MO,85,415,367-8924,,no,-1,126.2,112,21.3,,126,23.5,184.3,94,7.6,9.1,5,2.4,1,False.
MA,71,510,419-5171,no,no,-1,290.2,108,49.3,252.8,93,22,263.5,125,11.3,9.6,5,2.4,3,True.
NY,112,408,396-7687,no,yes,29,60.6,113,10.2,165.1,96,14.4,133,98,5.3,12.7,7,3.4,0,False.
AK,110,415,394-4548,yes,no,-1,148.3,95,25.2,193,98,16.7,206.1,106,8.6,6.2,7,1.7,0,False.
WI,111,415,382-6438,yes,no,-1,246.4,108,41.8,215.4,90,18.8,179.7,98,7.5,12.3,3,3.1,2,False.
NH,74,408,413-2194,no,no,-1,298.1,112,50.4,200.5,101,17.6,215,87,9.1,9.1,5,2.5,2,True.
TN,105,510,366-2622,no,no,-1,119.3,82,20.1,184.4,111,15.9,157.2,73,6.4,10.4,5,2.8,2,False.
NY,40,408,416-7591,yes,no,-1,242.7,82,41.1,232.2,98,,154.1,85,6.3,9,8,2.3,0,False.
GA,128,408,355-2634,no,yes,17,222,89,37.7,159.7,110,14,219,101,9.1,13,3,3.4,0,True.
MN,123,408,422-5350,no,no,-1,236.1,135,40,273.1,88,23.4,227,76,9.7,9.3,6,2.4,2,True.
MI,122,510,329-2388,yes,no,-1,,87,24.6,211.4,,18.3,169.4,86,6.8,8.9,5,2.4,0,False.
ID,114,408,381-5273,no,yes,18,154.6,100,26.1,240.9,110,20.8,160,111,6.5,12.1,2,3.2,3,False.
CT,102,415,421-6694,no,yes,24,137.5,100,,,84,15.1,188.4,92,7.8,9.6,6,2.5,2,False.
NC,126,415,342-1702,,no,-1,103.6,93,17.5,126.2,108,11.3,329.4,65,14.3,13.7,2,3.8,0,False.
LA,150,415,381-4029,no,no,-1,136.5,112,23,208.6,81,18,161.2,77,6.5,11.6,3,3.1,4,True.
NJ,60,408,335-2967,no,no,-1,289.8,101,49.3,254.8,115,22.1,243,,10.1,11.3,5,3.1,2,True.
TX,123,408,416-6594,no,no,-1,261,85,44.2,167.6,103,14.6,178.4,90,7.5,12.7,6,3.3,3,False.
CA,138,510,388-6026,no,no,-1,196.2,129,33.4,175.6,87,15.3,232.5,107,9.8,14.4,2,3.7,0,True.
MD,29,510,367-1024,,no,-1,195.7,71,33.3,125.6,75,11,148.6,86,6.1,13.5,5,3.4,1,False.
WY,111,415,386-7118,no,no,-1,222.2,96,37.6,161.8,111,14.1,184.9,119,7.7,11.1,8,2.9,4,False.
TX,37,510,346-2020,no,no,-1,173,119,29.2,182.3,86,15.7,,99,9.6,9.2,1,2.5,0,True.
CA,111,408,329-9067,no,no,-1,,109,42.4,241.8,106,20.9,232,77,9.8,11.2,5,2.8,0,True.
UT,81,510,329-6144,no,no,-1,154.4,84,26.3,215.4,92,,229.9,81,9.7,13.1,3,,1,False.
WA,46,510,332-1502,no,no,-1,90.5,108,15.2,275.4,77,23.9,146.6,110,5.8,12,3,3.2,1,False.
MS,69,510,342-8320,no,yes,26,268.9,,45.4,245.7,89,21.2,271.8,102,11.8,15.9,4,3.9,,False.
OH,125,408,411-5748,no,no,-1,106.1,95,17.9,156.8,113,13.7,192.5,68,,7.4,4,1.8,1,False.
KS,43,415,381-9367,no,no,-1,26.9,117,4.4,160.1,98,14,279.5,95,11.9,10.1,4,2.8,3,False.
RI,127,415,400-1280,no,yes,26,139.9,59,23.8,222.6,111,19.4,257.9,72,11,3.1,11,0.6,1,
IN,94,510,360-5794,no,no,-1,245.1,112,41.4,179.5,91,15.8,263,104,11.2,9.2,,2.5,1,False.
VT,46,408,373-3538,no,no,-1,196.6,85,33.4,204.8,74,17.9,216.7,111,9.1,10.6,6,2.7,3,False.
MT,73,408,394-9942,yes,yes,25,131.2,98,22.1,105.5,97,9.2,221.7,95,9.5,9.5,6,2.6,2,False.
CT,146,408,380-3329,no,yes,,149.7,96,25.2,238.9,125,20.8,293.4,134,12.6,6.8,5,1.7,2,False.
NM,93,415,334-7618,no,no,-1,239.6,70,40.7,251.2,99,21.6,168.7,111,6.9,10.3,11,,1,False.
OH,52,408,327-9289,no,yes,30,142.1,77,23.9,192.3,97,,253.5,87,10.9,10.3,5,,1,False.
GA,202,510,351-2589,,no,-1,115.4,136,19.6,177.9,70,15.4,185.6,112,7.7,,3,1.2,3,
MN,129,510,368-6892,no,yes,30,193,99,32.7,224,88,19.4,197.6,90,8.2,9.7,9,2.5,,False.
CT,94,415,337-9303,no,no,-1,205.9,49,34.9,223.7,115,19.6,256.7,73,11.1,12.5,2,3.1,,False.
AL,100,415,377-5258,no,no,-1,160.3,138,27.4,220.4,92,19.1,150.5,119,5.9,10.7,3,2.5,0,False.
WV,43,415,348-5767,no,no,-1,200,108,34,287.6,80,25.1,180.7,102,7.6,10.9,,2.6,1,False.
NH,130,415,373-3549,no,no,-1,213.1,105,35.9,205.3,108,17.9,163.6,92,6.6,8.4,3,2.2,0,False.
WY,124,415,422-8344,no,no,-1,178.5,102,30.2,234.4,120,,239.7,118,10.2,,2,2.7,,False.
VA,92,510,411-2958,no,no,-1,252.2,120,42.7,206.3,112,18,284.7,94,12,11.5,5,2.9,3,True.
VT,48,415,384-2908,no,,-1,197.9,64,33.4,136.1,127,11.8,244.5,81,10.4,12.6,6,3.3,4,False.
OH,98,510,347-6393,no,,28,111.2,105,18.9,217,102,18.8,248.3,107,10.6,5.9,,1.6,2,False.
MT,100,415,385-7148,no,no,-1,96.7,86,16.2,209.4,134,18.1,146.4,105,6,12,3,3.2,1,
MA,79,415,419-2767,no,no,-1,157.1,109,26.5,121.6,87,10.7,189.2,102,8,10.6,5,,3,False.
VA,164,415,375-1746,no,no,-1,123.4,,20.8,169.1,,14.8,,78,6.9,12.1,3,3.2,1,False.
NM,105,415,362-7870,no,no,0,193.6,108,32.6,182.4,125,15.9,293.7,71,,10.2,6,2.9,1,False.
AR,89,408,410-3725,no,no,0,206.9,134,,166.8,105,14.5,155.7,85,6.3,10.3,5,2.6,0,False.
NE,126,415,387-1535,,no,,249.6,96,42.5,261.1,93,22.5,166.9,107,6.7,12.1,5,3.3,3,True.
WY,96,408,329-2045,yes,no,-1,144.1,102,24.3,224.1,74,19.2,227.7,90,9.6,9.4,8,2.5,1,False.
IA,120,415,341-6743,no,yes,32,299.7,83,50.9,162.7,85,14.1,146.6,87,5.9,10.9,5,3,0,False.
SC,212,415,336-8343,no,no,-1,226.1,127,38.3,303.8,84,26.2,181.3,131,7.4,11.9,5,3.3,2,True.
NC,72,415,368-5758,no,no,-1,137.6,106,23.4,142.7,94,12.7,273.7,109,11.5,9,7,2.4,2,False.
HI,155,415,346-8362,no,yes,25,211.8,121,36,138.1,123,12,146.7,89,5.9,10.5,4,2.7,1,False.
UT,89,415,345-9690,,no,-1,89.8,80,15.1,179,82,15.6,145.8,119,5.8,8.9,5,2.3,2,False.
WY,126,408,339-9798,no,no,-1,197.7,126,33.4,245.7,113,21.1,285.2,103,12.2,11.8,9,3,2,False.
AL,172,408,359-5731,no,,-1,270.1,,46,,111,22.1,168.6,103,6.9,11.4,,,2,True.
VA,75,415,373-2091,no,no,-1,224.6,116,38.1,191.1,80,16.6,212.3,97,9,10.7,12,2.6,3,False.
WI,143,510,367-3439,no,no,,194.4,99,32.8,122.8,134,10.9,229.4,98,9.6,,3,2.6,,
FL,166,510,367-1681,no,,-1,47.8,88,8,263.6,96,22.8,,96,9.9,12.7,4,3.2,0,True.
KS,132,415,420-9973,no,no,-1,190.1,105,32.2,181.4,117,15.8,279.9,104,12.1,12.4,3,3.3,1,False.
NV,94,408,351-4025,no,no,-1,89.5,94,15,339.1,106,29.2,173,75,7.1,7.3,2,1.8,1,True.
NY,99,415,393-5897,no,no,0,182.6,83,30.8,153.7,112,13.4,196.1,56,8.3,11.5,5,3,0,False.
VA,136,415,384-7216,,yes,34,205.5,,34.9,297.6,119,25.7,214.2,103,9,6.1,5,1.6,1,False.
KS,119,415,384-4595,,no,-1,231.5,82,39.3,266,98,23,,117,8.8,6.8,11,1.6,1,False.
NC,115,510,329-9667,no,no,-1,251.4,69,42.7,251.7,96,21.6,118.5,111,4.7,9.3,2,2.2,3,True.
MO,160,415,347-5063,no,no,-1,171.2,103,29.1,242.5,121,21,178,91,7.3,12.3,4,3.1,2,False.
ND,166,510,345-8433,no,no,-1,198,89,33.4,250.1,113,,138.4,84,5.5,10.7,3,2.8,2,False.
CA,120,510,339-7602,no,no,-1,134.9,94,,203.3,107,17.5,,108,10.2,6.1,8,1.7,1,False.
WV,173,415,332-1109,no,no,-1,191.4,114,32.6,167.6,138,14.6,109.2,98,4.3,9.7,4,2.4,1,
IL,156,415,343-3296,no,no,,174.5,64,29.6,196.6,116,17.2,238.5,85,10.2,,3,2.7,0,False.
NY,70,415,366-2536,yes,no,-1,177.4,125,30.1,225.4,105,19.5,254.2,71,11,10.4,5,2.5,,False.
NV,41,510,355-2293,no,no,-1,182,89,30.9,210.8,105,18.4,207.4,123,8.7,6.2,2,1.4,1,False.
AL,132,408,350-9318,,no,-1,222.4,,37.6,164.6,76,14.4,208.5,96,8.8,10.5,4,2.7,0,
KS,47,510,418-5300,no,no,-1,47.6,120,8.1,178.1,123,15.4,152.7,96,6.1,12.7,8,3.3,0,True.
ND,160,510,395-2626,yes,no,-1,,97,20.7,88.6,97,,150.8,91,6.2,9.7,,2.6,1,False.
OK,180,415,402-7372,no,no,-1,143.7,121,24.3,188.4,112,16.5,174.9,82,7.1,8.3,6,2.1,3,False.
UT,93,415,337-9710,no,no,-1,164.9,68,28,209.6,87,18,229.2,103,,7.3,5,1.7,2,False.
OH,109,415,363-4967,no,no,-1,193.8,58,32.8,147.8,115,12.8,282.7,104,12,12.5,1,3.2,2,False.
WY,80,510,400-5389,no,no,-1,101.1,121,17.1,262.5,110,22.7,,73,5.6,6.6,6,1.8,0,False.
NM,54,415,416-9162,no,yes,23,92.2,87,15.6,192.2,98,16.6,99.2,118,3.8,11,4,2.8,2,False.
AL,121,415,414-6541,no,no,-1,168.8,128,28.5,,99,10.7,266.2,105,11.3,2.2,7,0.5,2,False.
DC,157,510,392-6647,no,yes,29,219.3,102,37.1,205.3,110,17.8,192.5,116,8,14.4,6,3.7,1,False.
ID,170,510,343-2465,no,yes,36,178.1,130,30.1,241.9,103,21,243,,10.3,12.5,4,3.2,0,False.
AR,138,510,338-9171,yes,no,-1,146.7,101,24.9,283.5,142,24.4,176.1,97,7.3,13.3,7,3.5,,
ID,92,415,405-4606,no,yes,30,172.3,116,29.2,265.3,91,22.8,228.4,89,9.6,11.2,,2.9,1,False.
TX,126,415,386-9711,no,no,-1,190.8,143,32.5,149.1,72,13,191.5,86,8,12.6,4,3,1,False.
NM,41,415,327-8495,no,no,-1,232.1,74,39.1,326.2,,28.3,226.4,118,9.5,10.1,3,2.6,,True.
WA,167,415,416-5660,no,no,-1,169.1,124,28.6,172.6,109,14.9,216.6,63,9.1,11.8,5,3,4,True.
UT,91,510,370-3032,yes,no,-1,123.6,107,20.9,318.1,126,27.3,237.8,77,10.1,6.7,,1.7,2,False.
RI,127,510,331-8462,no,no,-1,96,117,16.3,176.2,68,,162.2,126,6.7,9.3,5,,3,False.
NC,88,408,414-4037,no,yes,26,93.4,106,15.8,251.3,92,21.9,189.1,103,7.8,10.2,,2.9,1,False.
RI,113,415,415-2865,no,no,-1,90.7,130,15.3,169.8,101,14.7,137.4,73,5.5,4.8,10,1.2,1,
NY,78,510,362-2353,no,no,-1,152.9,81,25.7,255.8,83,22.3,173.7,111,7.3,4.6,7,,2,False.
TX,123,408,329-5114,no,no,-1,258.1,92,43.8,210.8,72,18.1,189.3,103,7.8,9,2,2.2,2,False.
DE,136,408,351-1389,,yes,28,85.2,98,14.4,229.4,86,19.7,243.7,103,,8.4,4,2.2,2,False.
